"ID","Kingdom","Phylum","Class","Order","Family","Genus","Species","mean","Label"
"ASV_76","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Unassigned","Unassigned","Unassigned",0.0007476245214462,"ASV_76"
"ASV_763","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae_1","Bacillus","Unassigned",0.00123051375106869,"ASV_763"
"ASV_767","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Unassigned","Unassigned",0.000947968460374301,"ASV_767"
"ASV_77","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingobium","Sphingobium_quisquiliarum",0.00201502156803518,"ASV_77"
"ASV_78","Bacteria","Proteobacteria","Betaproteobacteria","Unassigned","Unassigned","Unassigned","Unassigned",0.000781334853692098,"ASV_78"
"ASV_789","Bacteria","Proteobacteria","Betaproteobacteria","Neisseriales","Neisseriaceae","Crenobacter","Crenobacter_luteus",0.000837323404616848,"ASV_789"
"ASV_79","Bacteria","Proteobacteria","Betaproteobacteria","Unassigned","Unassigned","Unassigned","Unassigned",0.00177427345701902,"ASV_79"
"ASV_790","Bacteria","Planctomycetes","Planctomycetia","Planctomycetales","Planctomycetaceae","Unassigned","Unassigned",0.000927346066443277,"ASV_790"
"ASV_80","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Micrococcaceae","Arthrobacter","Arthrobacter_cryotolerans",0.00221787162803465,"ASV_80"
"ASV_81","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Bradyrhizobiaceae","Bradyrhizobium","Bradyrhizobium_manausense",0.00141545825299509,"ASV_81"
"ASV_82","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Erythrobacteraceae","Unassigned","Unassigned",0.00154592922337856,"ASV_82"
"ASV_83","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Unassigned","Unassigned","Unassigned",0.00126195482021199,"ASV_83"
"ASV_858","Bacteria","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned",0.000807745384973244,"ASV_858"
"ASV_86","Bacteria","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned",0.0015529809371954,"ASV_86"
"ASV_866","Bacteria","Gemmatimonadetes","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","Gemmatimonas","Gemmatimonas_aurantiaca",0.00139174427183133,"ASV_866"
"ASV_87","Bacteria","Gemmatimonadetes","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","Gemmatimonas","Gemmatimonas_aurantiaca",0.000733899890257037,"ASV_87"
"ASV_88","Bacteria","Acidobacteria","Acidobacteria_Gp6","Unassigned","Unassigned","Gp6","Unassigned",0.00127465167423772,"ASV_88"
"ASV_888","Bacteria","Latescibacteria","Unassigned","Unassigned","Unassigned","Latescibacteria_genera_incertae_sedis","Unassigned",0.000695225515776135,"ASV_888"
"ASV_9","Bacteria","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned",0.00289137416646922,"ASV_9"
"ASV_92","Bacteria","Acidobacteria","Acidobacteria_Gp6","Unassigned","Unassigned","Gp6","Unassigned",0.000692076525874869,"ASV_92"
"ASV_93","Bacteria","Nitrospirae","Nitrospira","Nitrospirales","Nitrospiraceae","Nitrospira","Unassigned",0.00223000198998315,"ASV_93"
"ASV_947","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae","Unassigned","Unassigned",0.000718631920347778,"ASV_947"
"ASV_95","Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Chitinophagaceae","Terrimonas","Terrimonas_lutea",0.00134273420154585,"ASV_95"
"ASV_96","Bacteria","Proteobacteria","Betaproteobacteria","Unassigned","Unassigned","Unassigned","Unassigned",0.001736424951026,"ASV_96"
"ASV_963","Bacteria","Actinobacteria","Actinobacteria","Gaiellales","Gaiellaceae","Gaiella","Gaiella_occulta",0.000850918091795756,"ASV_963"
